Indonesia,Madura
" Warna itu menjadi merah.","Barnana rowa dhâddhi mera. "
" Gurunya dari Inggris.","Ghuruna dari Inggris. "
" Radionya di kamar ","Radiona è kamar. "
" Menggambar itu kesenangan.","Aghambar reya bur-leburan. "
" Makan itu kebutuhan.","Ngakan reya keparlowan. "
" Menunggu itu membosankan.","A-dante' reyaa mabhusen. "
" Bekerja itu lebih menyenangkan","Alako reya asennengngaghi. "
" Berpikir itu membosankan saya.","Apekker reya mabhusen sèngko’. "
" Mengobati itu memerlukan kesabaran","Nambhai reya marlowaghi kasabbharan "
" Bekerja itu baik.","Alako reya bhâghus. "
" Berpikir itu sulit","Apekker reya melarat. "
" Meludahi orang itu jelek.","Acopai orèng rowa jhuba'. "
" Mengobati orang itu baik.","Nambhai orèng rowa bhâghus. "
" Cantik itu lebih menyenangkan.","Reddhin reya asennengngani. "
" Mahal itu menyulitkan.","Larang reya mamalarat. "
" Rugi itu membosankan saya.","Rogi rowa mabhusensèngko’. "
" Sakit itu menyulitkan orang.","Sake' reya memelarat orèng "
" Sehat itu baik,","Baras rowa bhâghus. "
" Rebut itu tidak baik.","Ghighir rowa juba'. "
" Satu Juta itu adalah angka.","Sajuta iya areya angka. "
" Setengah itu adalah pecahan.","Satengnga iya reya pecca'an. "
" Seperlima itu menyulitkan.","Saparleman reya memelarat. "
" Tiga belas itu menakutkan.","Tellobellas rowa nako'e. "
" Semua menyulitkan saya.","Kabbhi mamalarat sèngko’. "
" Sebagian membingungkan saya.","Sabâgiân membingngong sèngko’. "
" Sejuta itu banyak.","Sajuta reya bânnya’. "
" Sepuluh itu genep.","Sapolo reya ghenep. "
"  Orang itu sakit.",orèng rowa sake'
" Kemarin orang itu sakit.","Bâ’âri’ orèng rowa seke'. "
" Sesudah makan orang itu sakit.","Saellana ngakan orèng rowa sake' "
" Orang itu sakit kalau dokter tidak memberi obat.","orèng rowa sake' kalamon dokter ta' aberri' jhamo. "
" Adiknya vang pandai itu guru.","Ale'na sè penter rowa ghuru. "
" Adiknya Saleh guru olahraga.","Ale'na Saleh ghuru olahraga "
" Adiknya guru yang mengajar Inggeris di sekolah saya","Ale'na ghuru sè ngajhâr Inggris è tang sekola'an. "
Yang dipilih oleh rakyat harus bekerja sungguh-sungguh.,"Se epele moso rakyat kodhu alako ghu-ogghu. "
" Siti sakit tetapi adiknya sehat.","Soti sake' tape ale'na baras. "
" Saya makan dan minum.","Sèngko’ ngakan ban ngenom. "
" Kamu tidak tidur.","bâ’na ta' tedung. "
" Adiknya bukan guru.","Ale'na banne ghuru "
" Orang itu guru.","orèng rowa ghuru. "
" Orang itu akan pergi.","orèng rowa entara. "
" Rumah itu batu.","Bengko rowa bato. "
" Siapa orang itu?","Sapa orèng rowa? "
" Mengapa orang itu?","Araba orèng rowa? "
" kapan orang itu akan pergi?","Bila orèng rowa entara? "
" Apa rumah itu?","Apa bengko rowa? "
" Tahir menerima hadiah itu.","Tahir nerema hadiah rowa. "
" Saudaranya mendosai dia.","Taretarnna adhusae dhibi'na. "
" Hadiah itu diterima oleh Tahir.","Hadiah rowa etarema ban Tahir. "
Dia didosai oleh saudaranya.,"Dhibi'na edhusae ban taretanna. "
" Rumah saya kayu jati.","Bengkona sèngko’ kayu Jahi. "
" Kakak-kakak saya semua bersekolah di sana.","Kaka'-kaka' sèngko’ kabbhi asakola è dissa'. "
" Pengairan di đaerah ini kurang baik.","Pangairan è daerah dinna' korang bhâghus. "
" Yang punya uang banyak tidak tentu senang.","Se andi pèssè bânnya’ ta' tanto jha' senneng. "
" Bapak sakit keras.","Eppa' sake' keras "
" Kamu harus ke luar.","Bâ’na kodhu kalowar "
" Dosa saya telah diampuni.","Dhusana sèngko’ ella eampone  "
" Melakukan pekerjaan itu adalah perbuatan yang baik","Ajhâlânagi kalakowan Jârèya lalakon sè bhâghuss. "
" Menyakiti orang itu adalah dosa besar.","Nyake'e orèng Jârèya dhusa sè rajâ. "
" Orang yang datang tadi sedang makan","orèng sè dâteng ghella ghi' ngakan. "
" Rumah yang dibangun tahun yang lalu terbakar.","Bengko sè ekaghâbay taon jhung ada'an taobbhâr. "
" Bapak bekerja di perusahaan yang baru didirikan.","Eppa' alako è perusahaan sè ghi' baru epaddek. "
" Kendaraan yang dipakai telah rusak.","Katompa'an sè eangguy la rosak. "
Rumah yang dibangun tahun yang lalu terbakar.,"Bengko sè ekaghâbay taon jhung ada an taobbhâr. "
" Yang dipilih oleh rakyat harus benar-benar bekerja.","Se epel maso rakyat kodhu alako ghuongghu. "
Yang punya uang banyak tidak tentu senang.,"Se andi gesse bânnya’ ta' tanto jha' senneng. "
" Bapak dan bu memberi saya uang.","Eppa' ban ebhu aberri' pèssè ka sèngko’. "
" Saleh atau adiknya harus keluar.","Saleh otaba ale'na kodiu kalowar. "
" Jalal datang waktu saya sedang tidur.","Jalal dâteng bâktona sèngko’ ghi' tedung. "
" Adik saya bekerja karena perlu uang,","Ale'na sèngko’ alako polana parlo pèssè. "
" Anak itu membeli buku yang diperlukan olehnya.","Na'-kana' rowa mellè buku sè ekaparlo dhibi'. "
" Bapak membayar orang yang bekerja di sini.","Eppa' mâjâri orèng sè alako è diya. "
" Ibu membeli yang diperlukan olehnya.","Ebhu mellè sè ekaparlo dhibi'. "
" Saya memilih yang saya senangi.","Sèngko’ mele sè èkasennengngè sèngko’. "
" Bapak memberi uang kepada orang yang bekerja di sini.","Eppa' aberri' pèssè ka orèng sè alako è diya. "
" Ibu membelikan Siti baju yang bagus sekali.","Ebhu mellèyaghi siti klambhi sè bhâghus parana "
" Orang itu memberi uang kepada yang bekerja di sini.","orèng rowa aberri' pèssè ka sè alako è diya. "
" Ibu mencarikan bapak makanan dan minuman","Ebhu nyareyaghi eppa' kakanan ban enoman. "
" Dia menjadi orang yang berguna bagi masyarakat.","Dhibi'na dhäddi orèng sè aghuna kaangguy rakyat. "
" Jalal menjadi yang diinginkan ibunya.","Jalal dhâddhi sapangaterrona ebhuna. "
" Saleh dan Siti menjadi guru dan murid ","Saleh bạn Siti dhâddhi guru bạn moret. "
" Pemerintah memilih dia menjadi wakil yang mempunyai kekuasaan tinggi.","Naghârâ mele dhibi'na dhâddhi bâkkèl sè andi' kakobâsaan tengghi. "
" Ibunya punya keinginan Siti rajin dan pandai","Ebhuna andi' pangaterro Siti bajheng ban penter. "
" Saya pergi ke pasar dan kehujanan di jalan.","Sèngko’ entar ka passar ban ka ojhanan è jhâlân, "
" Gurunya dua atau tiga","Ghuruna duwwa' otaba tello' "
" ArIf pandai tetapi Sutran lebih pandai lagi.","Arif penter tape Sutran lebbi penter pole, "
" Siapa yang datang tidak perlu.","Sapa sè dâteng ta' parlo. "
" Negara menghukum orang yang tidak jujur.","Naghârâ ngokom orèng sè ta' jhujhur. "
" Orang itu akan berangkat kalau sudah punya uang.","orèng rowa mangkaddhâ mon la andi' pèssè. "
" Adik saya bekerja karena perlu uang.","Ale'na sèngko’ alako polana parlo pèssè. "
" Saya pergi ke kantor meskipun sedang sakit.","Sèngko’ ka kantor maskeya ghi' sake'. "
" Idris belajar supaya menjadi orang pandai.","Idris ajhâr sopajâ dhâddhi orèng penter. "
" Bapak datang waktu saya sedang tidur.","Eppa' dâteng bâktona sèngko’ ghi' tedung. "
" Orang itu dapat berlari seperti kuda.","orèng rowa bisa aberka' akanta jharan. "
" Adik saya pergi ke pasar setelah makan.","Tang ale' entar ka passar saellana ngakan. "
" Kamu harus belajar sebelum tidur.","Bâ’na kodhu ajhar sabellunna tedung. "
" Tanah di sini gamping.","Tana dinna' ghamping "
" Gadis cantik ini adalah mahasiswa.","Babine' raddin Jârèya mahasiswa. "
" Mesin ini sedang berjalan.","Messin Jârèya seddheng ajhâlân. "
" Anak itu menendang anjing saya.","Na'-kana' Jârèya nandu' pate'na sèngko’. "
" Adik membaca buku dan surat-kabar.","Ale' maca buku ban sorat kabhar. "
" Ibu membelikan Saleh baju baru","Ebhu mellèyaghi Saleh kalambhi anyar. "
" Ibu membelikan Saleh baju dan sepatu.","Ebhu mellèyaghi Saleh kalambhi ban sapatu. "
" Anak itu menjadi pandai sekali.","Na'-kana' rowa dhâddhi penter parana. "
" Jalan -jalan di sini menjadi sempit dan ramai.","Lân-jhâlân è diya dhâddhi cope' bạn ramme. "
" Guru itu menganggap Saleh pandai sekali.","Ghuru Jârèya ngangghep Saleh penter parana. "
" Hakim menyatakan saya benar dan jujur.","Hakim ngoca' sèngko’ bhender bạn jhujhur. "
" Siapa yang dapat menebak mendapat hadiah yang berharga.","Sapa sè bisa nebbhak ollè hadiah sè argha. "
" Yang bersalah dalam perkara ini telah mendapat hukuman semestinya.","Se sala dâlem perkara reya la ollè okoman sè samastena. "
" Saya memberi tahu ke bapak sesudah saya keluar dari SMA.","Sèngko’ abâlâ ka eppa' saellana sèngko’ kalowar dari SMA. "
" Saleh bekerja di perusahaan yang baru didirikan.","Saleh alako è perusahaan sè ghi' bhuru epaddek. "
" Kamu bicara seperti anak kecil.","Bâ’na acaca akanta na'-kana' kene' "
" Ibu memberi makan kepada saya supaya saya tidak lapar.","Ebhu aberri' ngakan ka sèngko’ sopaja sèngko’ ta' lapar. "
" Saya mau berangkat kalau sudah punya uang.","Sèngko’ mangkaddhâ mon la andi' pèssè. "
" Dịa pergi ke kantor meskipun sedang sakit.","Dhibi'na ka kantor maskeya ghi' sake'. "
" Saya memilih orang yang saya senangi","Sèngko’ mele orèng sè èkasennengngè sèngko’. "
" Negara menghukum yang tidak jujur.","Naghârâ ngokom sè ta' jhujhur "
" Saya memberi uang kepada orang yang bekerja di sini.","Sèngko’ aberri' pèssè ka orèng sè alako è diya. "
Dia ingin menjadi orang yang berguna bagi rakyat.,"Dhibi'na terro dhâddhiya orèng sè aghuna kaangguy rakyat. "
" Saleh menjadi yang diinginkan oleh ibunya.","Saleh dhâddhi sapangaterrona ebhuna. "
" Pemerintah memilih dia menjadi wakil yang mempunyai kekuasaan tinggi.","Naghârâ mele dhibi'na dhâddhi bâkkèl sè andi' kakobâsaan tengghi. "
" Rumah ini dijual, dan orang itu yang membelinya.","Bengko reya èjhuwâl ban orèng rowa sè mellè "
" Hasan telah pindah, atau saya yang tidak mengerti.","Hasnn lạ ngalle otabana sèngko’ sè ta' ngarte. "
" Saleh pandai, tetapi Jalal lebih pandai lagi.","Saleh penter tape Jalal lebbi penter pole "
" Orang yang datang tadi sedang makan, dan dia akan berangkat.","orèng sè dâteng ghella' ghi' ngakan, ban dhibi'na bhâkal mangkaddhâ . "
" saya setuju yang dipiih oleh rakyat, tetapi yang dipilh oleh rakyat harus bekerja sungguh-sungguh","Sèngko’ setuju sè epele moso rakyat, tape sè epele moso rukyat kodhu alako ghuongghu. "
" Orang itu dapat berlari seperti kuda, atau berjalan seperti lembu.","orèng rowa bisa berka' akanta jharan otaba ajhâlân akanta sape. "
Apa boleh saya pergi ke sini?,"Apa ollè sèngko’ entar da' enja? "
" Apa sudah lama kamu ada di sini?","Apa la abid bâ’na bada neng è diya? "
" Apa yang tidak diketahui?","Apa sè ta' la ekataowe? "
" Siapa Yang datang dari desa?","Sapa sè dâteng dari dissa'? "
" Bila Jalan datang??","Bila Jalal dâteng? "
" Berapa harganya ini?","Barampa arghana reya? "
" Bagaimana orang itu?","Baramma orèng Jârèya? "
" Hawanya terasa panas, bukan?","Hawana arassa panas, ta'inya?  "
" Dosanya besar sekali, bukan?","Dhusana rajâ parana, ta'inya? "
" Sungai itu tidak banyak kotorannya.","Songay Jârèya ta' bânnya’ kotoranna. "
" Gilirannya bukan nomor lima.","Ghiliranna banne nomeor lema'. "
" Sapulah rumah ini!","Sapowe roma reya! "
" Ambilkanlah baju itu","Kala'aghi kalambhi rowa! "
" Ali didosai oleh saudaranya.","Ali edhusae moso teretanna. "
" Rumah itu telah dibangun oleh bapak.","Bengko rowa la ekaghay moso eppa'. "
" Jangan membuat seperti itu!","Jha' aghabay kanta Jârèya! "
" Jangan tidur di sini!","Jha' tedung 6 dịya! "
" apa kamu tidak mendengar kabar?","Apa bâ’na ta' ngeding kabhar? "
" Apanya yang tidak baik?","Apana sè ta' bhâghus? "
" Mengapa kamu tidak datang?","Arapa bâ’na ma' ta' dateng? "
" Apa rumah itu telah dibangun oleh bapak??","Apa bengko rowa lạ ekaghâbay moso eppa'? "
" Apa yang disengangi oleh ibu?","Apa sè èkasennengngè moso ebhu? "
" Anak itu tidak disenangi oleh kawannya.","Na'-kana' rowa ta' èkasennengngè moso koncana. "
" Kotoran ini tidak akan saya buang di sini","Rombu reya ta' ebuwanga è diya moso sèngko’. "
" Apa pekerjaan itu tidak diketahui?","Apa lalakon rowa ta' ekataowe? "
" Apanya yang tidak kamu senangi?","Apana sè ta' èkasennengngè moso bâ’na? "
" Mengapa kuda ini tidak diberi makan?","Arapa jharan reya ma' ta' eberri' ngakan? "
" Berapa yang tidak disenangi oleh dia?","Barampa sè ta' èkasennengngè moso dhibi'na? "
"  masih belum selesai lemah sama sekali  ","ghita' marè lèmpo bhálâkka' "
"  tidak berhenti sama sekali mulai kemarin  ","tạ'ambu sakalè molaè bâ'âri' "
"  Perahu layar ini sudah lama tidak diperbaiki  ","Parao lajâr rèya la abit tạ èpateppa' "
"  Orang jauh tidak mungkin menolong selamanya ","Orèng jhâu ta' kèra nolongè saterrossa. "
"  Gula jawa dibuat dari nira   ","Ghulâ jhâbâ èkaghâbây dâri la'ang. "
"  Laut utara ombaknya tidak terlalu besar  ","Tasè' dâjâ ombâ'na tâ' patè rajâ. "
"  Rumah besar itu dulu ditempati Kakek Dullah  ","Bengko rajâ rowa lambâ' èkennengnge Kè Dullah "
"  Kelapa semua bagiannya dapat dipakai  ","Nyèyor sabhârângnga èkennèng angghuy. "
"  Ini mobil yang baru beli kemarin  ","Arèya motor sè bhuru mellè bâ'âri'. "
"  Jupri murid yang paling pandai di kelas 6  ","Jupri morèd sè ter-pènterran è kellas 6. "
"Itu warung yang paling murah  ","Rowa bârung sè palèng modâ.  "
"  Sukri putra sulung Pak Sukur  ","Sukri potrana Pak Sukkur sè sarèyang. "
"  Adik makan nasi sisa kemarin  ","Alè' neddhâ nasè karèna bâ'âri'. "
"  Saya naik perahu kecil  ","Sèngko' nompa' sampan kènè' "
" Perahunya menabrak batu besar  ","Paraona ngantor bâto rajâ "
"  Bakhri memperbaiki rumahnya yang rusak  ","Bakhri mateppa' bengkona sè rosak "
"  Kakak membuat kapal-kapalan besi  ","Kaka' aghâbây pal-kapalan bessè. "
"  Kerjakan sungguh-sungguh kalau ingin lekas selesai  ","Lakonè ghu-ongghu mon terro lekkasa marè. "
"  Memakan terus-terusan mempergemuk orang  ","Ngakan ros-terrosan malempo ka orèng. "
"  Jatuh sendiri menyalahkan orang  ","Labu dhibi' nyala'aghi orèng. "
"  Bangun pagi-pagi merupakan kebiasaan yang baik  ","Jhâghâ para' sèyang rèya kabiyâsa'an bhâghus. "
"  Berenang mempercepat haus dan lapar  ","Alangngoy malekkas pelka' bân lapar. "
"  Kerjanya berjalan-jalan saja  ","Lakona lân-jhâlânan malolo. "
"  Adik jatuh sendiri  ","Alè' labu dhibi'. "
"  Bapak bangun hampir siang  ","Eppa' jhâghâ para' sèyang. "
" Sukri berbicara saja sejak tadi  ","Sukri acaca malolo molaè ghellä. "
"  Saya tidur terus mulai baru datang  ","Sèngko' tèdung terros molaè bhuru dâteng. "
"  Bajunya terlalu besar  ","Kalambhina cè' rajâna. "
"  Rumahnya gelap sangat  ","Bengkona petteng calèmodhân. "
"  Kulitnya hitam sangat  ","Kolè'na celleng bhâttheng. "
"  Warnanya putih amat  ","Bârnana potè ngetthak "
"  Tanahnya sangat lebar  ","Tanana lèbâr parana. "
"  Farhan membeli baju yang sangat mahal  ","Farhan mellè kalambhi sè cè' larangnga. "
"  Aziz mengambil kain yang putih sangat  ","Aziz ngala' kaèn sè potè ngetthak "
"  Pak Lurah membuat rumah sangat besar  ","Pa Kalèbun aghâbây bengko rajâ parana. "
"  Ali memanjat ke ranting yang paling tinggi  ","Ali naè' ka ranca' sè palèng tèngghi "
"  Adik beli mangga tidak seberapa matang  ","Alè' mellè pao tạ' patè massa'. "
"  Anaknya yang ketiga  ","Pottrana sè nomer tello. "
"  Isinya lima biji  ","Èssèng lèma bighi "
"  Bawa-bawaannya beberapa tas  ","Bân-ghibânna pan-bârâmpan ettas "
"  Pertolongannya sudah tidak terhitung  ","Partolonganna lạ pan-bârâmpan. "
"  Dirman dapat ikan sekeranjang  ","Dirman ollè jhuko' sakaranjhâng. "
"  Ali menemukan uang sepuluh ribu,   ","Ali nemmo pèssè sapolo èbu. "
" ' Farhan membeli baju lima potong  ","Farhan mellè kalambhi lalèma'. "
"  Perahu nelayannya dapat ikan tongkol beberapa keranjang  ","Salèrèddhâ ollè jhuko' cakalan pan-bârâmpan karanjhâng. "
"  Kapalnya semusim bekerja delapan trip  ","Kapalla samosèm alako bâllung trip. "
"  Di sana menjual paku kecil  ","Èdissa' ajhuwâl pako rettè. "
"  Di Pak Imam bisa mengubah celana  ","È Pa' Imam bisa ngobâ salebbâr. "
"  Di sini menerima besi tua dan barang bekas  ","È diyâ narèma bessè towa bân bhârâng laju. "
"  Dari rumah ke sekolah perjalanan sepuluh menit  ","Dâri bengko ka sakola'an parjhâlânan sapolo mennèt. "
"  Ke Surabaya membayar dua puluh enam ribu  ","Ka Sorbhâjâ majâr nemlèkor èbu. "
"  Saya dari sekolah  ","Sèngko' dâri sakola'an. "
"  Imam ke Surabaya sudah dapat seminggu  ","Imam ka Sorbhâjâ la ollè samènggu. "
"  Adik di rumah sendirian  ","Alè' è bengko kadhibi'ân. "
"  Diatas langit-langit ada tikusnya  ","È attas ghâbâk bâdô tèkossa. "
" Di pantai selatan tadi ada ikan terdampar  ","È tasè' lao' ghellâ' bâdâ jhuko' talambhâk "
"  Kakak kemarin baru datang dari Jakarta  ","Kaka' bâ'âri' bhuru dâteng dâri Jakarta.  "
"  Sarungnya sudah ada pada saya  ","Sarongnga la bâdâ neng sèngko' "
"  Kembaliannya uang rokok sudah ada pada kakak  ","Soso'na roko' la bâdâ è kaka'.  "
"   Anak itu membeli nasi ","Kana' rowa mellè nasè' "
"   Orang itu dari desa ","Orèng jârèya dâri dhisa "
"   Merokok itu merugikan ","Aroko' jârèya marogiyân "
"   Orang itu pedagang ","Orèng rowa dhâghâng "
"   Perkaranya menjadi sulit ","Parkarana dhâddhi malarat "
"  Anak yang rajin itu putranya Pak Samsul  ","Na'-kana' sè bhâjheng rowa potrana Pak Samsul. "
"  Saudaranya yang bungsu masih belum dateng  ","Tarètanna sè bungso ghi' ta' dâteng. "
"  Keinginannya yang belum terkabul akan berziarah ke Walisongo  ","Pangaterrona sè ghi' tạ takabbhul nyekkara ka Wâlisongo'. "
"  Modal yang dipakai berdagang pinjam kepada famili-familinya  ","Bhândhâna sè èkaghâbây adhâghâng ngènjhâm ka lâ-bhâlâna. "
"  Gudang kayunya yang besar sudah dijual kepada paman bibinya  ","Gudâng kajuna sè rajâ lạ èjhuwâl ka majhâdi'na. "
"   Mengambar ini adalah kesenangan ","Aghâmbhâr rèya bur-lèburan "
"   Makan itu keperiuan","Ngakan rèya kaparlowan "
"   Menungøu itu membosankan","Adântè' rèya mabhusen "
"   Bekerja itu bagus","Alako rèya bhâghus "
"   Bernyanyiitu menyenangkan ","Nembhâng rèya nyennengngaghi  "
"  Bersekolah tinggi memudahkan dalam mencari pekerjaan  ","Asakola tèngghi maghâmpang dâlem nyarè kalakowan. "
